Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
TECFIDERA ,DIMETHYL FUMARATE ,5662,136409,156753.2,875443978.26,18796,  ,30101,35517.1,198107915.34,  ,4065,N ,N ,N ,N 
TECHNIVIE ,OMBITASVIR/PARITAPREV/RITONAV ,50,130,130,3296655.43,51,  ,71,71,1776001.79,  ,26,N ,N ,N ,N 
TEFLARO ,CEFTAROLINE FOSAMIL ACETATE ,1516,6657,6658.5,10293117.68,1789,  ,3673,3673.8,5354851.30,  ,1034,N ,Y ,N ,N 
TEGRETOL ,CARBAMAZEPINE ,6929,49534,63916.9,13171446.88,6482,  ,17436,25207.9,4297347.68,  ,2721,N ,N ,N ,N 
TEGRETOL XR ,CARBAMAZEPINE ,18161,128418,161632.8,23115886.93,19801,  ,53133,72327.4,8204698.14,  ,10333,N ,N ,N ,N 
TEKAMLO ,ALISKIREN/AMLODIPINE BESYLATE ,658,1943,2969.2,447091.34,668,  ,1766,2713.2,409211.57,  ,601,N ,N ,N ,N 
TEKTURNA ,ALISKIREN HEMIFUMARATE ,23025,155867,246117.1,37102508.92,26886,  ,143553,229357.7,34530059.95,  ,24779,N ,N ,N ,N 
TEKTURNA HCT ,ALISKIREN/HYDROCHLOROTHIAZIDE ,5759,31850,52228.2,8045284.82,5807,  ,28974,48236.9,7417999.65,  ,5304,N ,N ,N ,N 
TELMISARTAN ,TELMISARTAN ,55313,382275,665033.1,35798114.05,77704,  ,352619,621527.4,33324787.71,  ,71978,N ,N ,N ,N 
TELMISARTAN-AMLODIPINE ,TELMISARTAN/AMLODIPINE ,1946,7908,14112.4,1619523.04,1913,  ,7366,13319.6,1523373.32,  ,1768,N ,N ,N ,N 
TELMISARTAN-HYDROCHLOROTHIAZID ,TELMISARTAN/HYDROCHLOROTHIAZID ,32776,196640,331988.6,30601197.58,40674,  ,179389,307182.4,28337378.57,  ,37409,N ,N ,N ,N 
TEMAZEPAM ,TEMAZEPAM ,190841,3623176,4163765.7,52045820.25,728959,  ,2680772,3160689.8,41873545.19,  ,557386,N ,N ,N ,N 
TEMOVATE ,CLOBETASOL PROPIONATE ,133,202,207.1,76186.35,134,  ,160,165.1,54566.13,  ,108,N ,N ,N ,N 
TENCON ,BUTALBITAL/ACETAMINOPHEN ,437,912,912,26963.63,615,  ,421,421,11673.25,  ,330,N ,N ,Y ,N 
TENIVAC ,TETANUS AND DIPHTHERIA TOX/PF ,3601,6195,6252.4,297393.00,6107,  ,5464,5521.4,264933.82,  ,5387,N ,N ,N ,N 
TENORETIC 100 ,ATENOLOL/CHLORTHALIDONE ,64,254,436.1,70490.98,53,  ,231,405.1,63877.27,# ,,N ,N ,N ,N 
TENORETIC 50 ,ATENOLOL/CHLORTHALIDONE ,189,760,1314.9,259187.09,170,  ,735,1289.9,253338.71,# ,,N ,N ,N ,N 
TENORMIN ,ATENOLOL ,3572,15641,26511.8,8062341.74,3222,  ,14918,25500.4,7656619.70,  ,3098,N ,N ,N ,N 
TERAZOL 3 ,TERCONAZOLE ,66,75,77,3274.21,66,  ,54,56,2325.00,  ,47,N ,N ,N ,N 
TERAZOL 7 ,TERCONAZOLE ,134,284,297.9,13799.63,124,  ,174,187.9,8810.62,  ,89,N ,N ,N ,N 
TERAZOSIN HCL ,TERAZOSIN HCL ,167381,2245571,4559094.9,24425642.73,475653,  ,2065185,4291774.3,22828430.42,  ,442935,N ,N ,N ,N 
TERBINAFINE HCL ,TERBINAFINE HCL ,97809,510678,668775.7,5043203.79,274422,  ,387754,516165.6,3848711.37,  ,211826,N ,N ,N ,N 
TERBUTALINE SULFATE ,TERBUTALINE SULFATE ,2995,16235,20628.2,2924720.10,3626,  ,11991,15816.3,1837146.68,  ,2693,N ,N ,N ,N 
TERCONAZOLE ,TERCONAZOLE ,45864,142223,143597.3,5196808.47,96307,  ,90750,91769,3296839.09,  ,62423,N ,N ,N ,N 
TERUMO INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",229,761,869.9,9662.17,256,  ,615,720,7635.09,  ,208,N ,N ,N ,N 
TERUMO INSULIN SYRINGE ,"SYRINGE AND NEEDLE,INSULIN,1ML ",83,248,294.2,3814.85,87,  ,187,219.3,2801.65,  ,64,N ,N ,N ,N 
TESTIM ,TESTOSTERONE ,7301,29089,36472.9,18616331.51,8065,  ,17669,23836.6,11853542.71,  ,5269,N ,N ,N ,N 
TESTOPEL ,TESTOSTERONE ,263,695,738.2,676167.27,401,  ,536,571.2,518642.97,  ,313,N ,N ,N ,N 
TESTOSTERONE ,TESTOSTERONE ,20575,76974,99326,34180087.27,24654,  ,53821,72819,24656054.84,  ,18034,N ,N ,N ,N 
TESTOSTERONE CYPIONATE ,TESTOSTERONE CYPIONATE ,59733,417252,767015.3,20723263.33,133902,  ,244208,479208.6,12318346.18,  ,85233,N ,N ,N ,N 
TESTOSTERONE ENANTHATE ,TESTOSTERONE ENANTHATE ,4578,14054,26730.3,1097006.50,5109,  ,8148,16309.9,628808.65,  ,3130,N ,N ,N ,N 
TESTRED ,METHYLTESTOSTERONE ,75,185,266.9,954408.32,68,  ,119,195.9,440877.54,  ,43,N ,N ,N ,N 
TETANUS DIPHTHERIA TOXOIDS ,"TETANUS & DIPHTHERIA TOX,ADULT ",7281,14063,14091.7,618609.42,13985,  ,12260,12282.7,543869.19,  ,12188,N ,N ,N ,N 
TETANUS TOXOID ADSORBED ,"TETANUS TOXOID, ADSORBED/PF ",1781,2426,2426.1,148875.80,2418,  ,2166,2166.1,132995.98,  ,2160,N ,N ,N ,N 
TETANUS-DIPHTERIA-DECAVAC ,TETANUS AND DIPHTHERIA TOX/PF ,230,323,323,7861.75,322,# ,,,,# ,,N ,N ,N ,N 
TETRABENAZINE ,TETRABENAZINE ,1110,3426,3657.8,26054531.60,1453,  ,1586,1731,11358833.97,  ,691,N ,N ,N ,N 
TETRACAINE HCL ,TETRACAINE HCL ,170,216,268.5,2624.23,181,  ,170,210.4,2156.28,  ,151,N ,N ,N ,N 
TETRACAINE HCL ,TETRACAINE HCL/PF ,65,127,127.6,7616.99,95,  ,114,114.6,7313.17,# ,,N ,N ,N ,N 
TETRACYCLINE HCL ,TETRACYCLINE HCL ,22539,36322,39758.6,8811538.12,26454,  ,29252,32374.3,7005284.11,  ,21362,N ,Y ,N ,N 
TEVETEN ,EPROSARTAN MESYLATE ,120,286,370.7,50169.19,120,# ,,,,# ,,N ,N ,N ,N 
TEVETEN HCT ,EPROSARTAN/HYDROCHLOROTHIAZIDE ,130,253,397.3,51120.52,124,# ,,,,# ,,N ,N ,N ,N 
TEXACORT ,HYDROCORTISONE ,108,178,184.1,37673.12,113,  ,122,124.1,26698.01,  ,88,N ,N ,N ,N 
THALOMID ,THALIDOMIDE ,1571,10448,10531,75471493.76,1880,  ,8399,8468.1,59316828.52,  ,1528,N ,N ,N ,N 
THEO-24 ,THEOPHYLLINE ANHYDROUS ,7586,38567,53058.2,5236480.00,8803,  ,29809,42075.1,4043836.85,  ,6883,N ,N ,N ,N 
THEOPHYLLINE ,THEOPHYLLINE ANHYDROUS ,9298,53881,82624.5,3474638.38,10898,  ,40854,65304.4,2676090.14,  ,8449,N ,N ,N ,N 
THEOPHYLLINE ANHYDROUS ,THEOPHYLLINE ANHYDROUS ,61727,580592,811917.8,16994586.68,109615,  ,449012,647156,13341343.90,  ,86124,N ,N ,N ,N 
THINPRO INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",17,19,35.9,503.30,17,# ,,,,# ,,N ,N ,N ,N 
THINPRO INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",77,154,263.5,3942.92,79,  ,123,211.8,3052.02,  ,64,N ,N ,N ,N 
THINPRO INSULIN SYRINGE ,"SYRINGE AND NEEDLE,INSULIN,1ML ",49,170,203.5,3020.61,73,  ,110,135,1916.67,  ,47,N ,N ,N ,N 
THIOLA ,TIOPRONIN ,136,1329,1345.4,9268533.78,142,  ,841,857.4,5752609.42,  ,92,N ,N ,N ,N 
THIORIDAZINE HCL ,THIORIDAZINE HCL ,12757,115869,133111.5,5077972.10,12679,  ,49288,59581.5,1890640.78,  ,5889,N ,N ,Y ,Y 
THIOTHIXENE ,THIOTHIXENE ,13183,111362,129518.1,8815540.06,13978,  ,39922,49921.7,2765875.38,  ,5225,N ,N ,N ,Y 
TIAGABINE HCL ,TIAGABINE HCL ,3407,25286,29107.7,11266842.37,3555,  ,7667,9399.4,3043030.00,  ,1152,N ,N ,N ,N 
TIAZAC ,DILTIAZEM HCL ,810,2975,4788.2,445049.14,733,  ,2766,4455.2,411709.38,  ,663,N ,N ,N ,N 
TICLOPIDINE HCL ,TICLOPIDINE HCL ,910,1585,2050.7,112676.02,879,  ,1416,1835.4,100550.67,  ,781,N ,N ,Y ,N 
TIGAN ,TRIMETHOBENZAMIDE HCL ,513,1354,1365.2,297605.96,928,  ,1116,1124.5,235873.16,  ,797,N ,N ,Y ,N 
TIKOSYN ,DOFETILIDE ,10711,234014,333884,113302279.79,36952,  ,216727,311814.5,105726600.49,  ,34223,N ,N ,N ,N 
TILIA FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,150,880,1136.6,46193.73,130,* ,,,,* ,,N ,N ,N ,N 
TIMENTIN ,TICARCILLIN/K CLAVULANATE ,,13,13,3236.20,,* ,,,,* ,,N ,Y ,N ,N 
TIMOLOL MALEATE ,TIMOLOL MALEATE ,90218,2336529,3693758.2,68722534.71,601258,  ,2200868,3503955.3,65472533.43,  ,567673,N ,N ,N ,N 
TIMOPTIC ,TIMOLOL MALEATE ,566,1962,3028.5,425062.37,554,  ,1883,2932.9,413493.37,  ,530,N ,N ,N ,N 
TIMOPTIC OCUDOSE ,TIMOLOL MALEATE/PF ,3058,17604,24125.3,8282108.26,4796,  ,17189,23572.9,8086996.13,  ,4671,N ,N ,N ,N 
TIMOPTIC-XE ,TIMOLOL MALEATE ,833,3159,5213.1,763537.67,863,  ,3106,5140.1,754029.11,  ,844,N ,N ,N ,N 
TINDAMAX ,TINIDAZOLE ,23,26,26,3288.01,23,  ,14,14,1087.69,  ,12,N ,N ,N ,N 
TINIDAZOLE ,TINIDAZOLE ,3722,7211,7359.3,684466.06,5325,  ,4229,4338,392186.77,  ,3275,N ,N ,N ,N 
TIROSINT ,LEVOTHYROXINE SODIUM ,7799,41249,60855.8,6029488.02,9683,  ,32388,49220.4,4735626.60,  ,7721,N ,N ,N ,N 
TIVICAY ,DOLUTEGRAVIR SODIUM ,6897,147441,151812.2,215280875.74,20759,  ,29138,30738,42462998.44,  ,4168,N ,N ,N ,N 
TIVORBEX ,"INDOMETHACIN, SUBMICRONIZED ",157,249,256,56888.95,160,  ,160,161,32790.14,  ,106,N ,N ,Y ,N 
TIZANIDINE HCL ,TIZANIDINE HCL ,197828,3757421,4318258.7,110171235.03,1011808,  ,1699426,2023805.2,44979456.61,  ,572507,N ,N ,N ,N 
TOBI ,TOBRAMYCIN IN 0.225% NACL ,45,88,88.9,424899.37,46,  ,27,27.9,114765.93,  ,21,N ,N ,N ,N 
TOBI PODHALER ,TOBRAMYCIN ,274,1154,1307.3,9210831.15,428,  ,181,218.7,1441263.87,  ,71,N ,N ,N ,N 
TOBRADEX ,TOBRAMYCIN/DEXAMETHASONE ,29446,105404,106817.9,20995396.24,73588,  ,95872,97215.9,19059014.00,  ,67676,N ,N ,N ,N 
TOBRADEX ST ,TOBRAMYCIN/DEXAMETHASONE ,4996,10416,10729.5,1726226.61,8207,  ,9365,9643.8,1551364.10,  ,7392,N ,N ,N ,N 
TOBRAMYCIN ,TOBRAMYCIN ,71543,263823,267366.9,2500482.95,212778,  ,224558,227676.7,2126929.60,  ,180455,N ,N ,N ,N 
TOBRAMYCIN ,TOBRAMYCIN IN 0.225% NACL ,647,1585,1654.2,4881536.59,688,  ,856,909.5,2495472.12,  ,392,N ,N ,N ,N 
TOBRAMYCIN SULFATE ,TOBRAMYCIN SULFATE ,5214,17202,17412.8,3320509.28,7307,  ,11137,11308.1,2145054.56,  ,5283,N ,Y ,N ,N 
TOBRAMYCIN-DEXAMETHASONE ,TOBRAMYCIN/DEXAMETHASONE ,78986,483902,495279.9,43557227.26,361035,  ,427179,437430.6,38325569.67,  ,319406,N ,N ,N ,N 
TOBREX ,TOBRAMYCIN ,8820,14494,14595.2,2112576.27,11185,  ,11977,12063.8,1735968.41,  ,9284,N ,N ,N ,N 
TOFRANIL ,IMIPRAMINE HCL ,90,392,634.3,548541.55,81,  ,310,526.3,450395.30,  ,68,N ,N ,Y ,N 
TOFRANIL-PM ,IMIPRAMINE PAMOATE ,63,326,471.7,505772.28,53,  ,276,400.5,420994.52,# ,,N ,N ,Y ,N 
TOLAZAMIDE ,TOLAZAMIDE ,463,1227,2818.5,291643.19,450,  ,1164,2677.8,272606.24,  ,428,N ,N ,N ,N 
TOLBUTAMIDE ,TOLBUTAMIDE ,297,1242,2360.9,132753.93,287,  ,1199,2303.9,130119.27,# ,,N ,N ,N ,N 
TOLCAPONE ,TOLCAPONE ,74,299,363,3181593.62,71,  ,251,299.5,2702399.10,  ,57,N ,N ,N ,N 
TOLMETIN SODIUM ,TOLMETIN SODIUM ,897,3262,5073.9,637769.22,970,  ,2681,4269,515507.99,  ,799,N ,N ,N ,N 
TOLTERODINE TARTRATE ,TOLTERODINE TARTRATE ,49905,292862,386598.6,39556900.09,64269,  ,243472,328275.3,33181917.65,  ,54416,N ,N ,N ,N 
TOLTERODINE TARTRATE ER ,TOLTERODINE TARTRATE ,108107,880136,1285731.7,212770761.39,190722,  ,739872,1107329.5,182431944.09,  ,164482,N ,N ,N ,N 
TOPAMAX ,TOPIRAMATE ,6480,51988,65038.3,54161013.49,6514,  ,11227,16002.5,10895403.75,  ,1776,N ,N ,N ,N 
TOPCARE CLICKFINE ,"PEN NEEDLE, DIABETIC ",141,264,390.1,5544.04,147,  ,199,297.4,4103.43,  ,103,N ,N ,N ,N 
TOPCARE ULTRA COMFORT ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",80,142,208,2136.83,77,  ,87,128.9,1352.62,  ,50,N ,N ,N ,N 
TOPCARE ULTRA COMFORT ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",146,390,557.1,6030.01,149,  ,276,412.1,4332.46,  ,104,N ,N ,N ,N 
TOPCARE ULTRA COMFORT ,"SYRINGE AND NEEDLE,INSULIN,1ML ",196,544,781.7,8907.11,202,  ,298,435.6,4869.09,  ,112,N ,N ,N ,N 
TOPICORT ,DESOXIMETASONE ,1609,3032,3177.6,1426964.84,2066,  ,2651,2773.9,1233731.74,  ,1829,N ,N ,N ,N 
TOPIRAMATE ,TOPIRAMATE ,179351,2873480,3702433.4,42430945.58,492059,  ,924689,1352519.3,14416684.78,  ,185731,N ,N ,N ,N 
TOPIRAMATE ER ,TOPIRAMATE ,957,3307,3763.4,1725849.87,992,  ,793,974.6,340677.80,  ,282,N ,N ,N ,N 
TOPOSAR ,ETOPOSIDE ,37,127,127.1,6238.23,53,  ,112,112.1,5673.10,# ,,N ,N ,N ,N 
TOPOTECAN HCL ,TOPOTECAN HCL ,35,106,106,102549.40,36,  ,85,85,80990.44,# ,,N ,N ,N ,N 
TOPROL XL ,METOPROLOL SUCCINATE ,96969,849493,2351423.6,49313368.87,233397,  ,823969,2289463.9,47663014.72,  ,226033,N ,N ,N ,N 
TORISEL ,TEMSIROLIMUS ,18,109,109,512824.40,24,  ,89,89,395331.26,# ,,N ,N ,N ,N 
TORSEMIDE ,TORSEMIDE ,120345,1412136,2124199.4,24754497.33,303041,  ,1210877,1851923.8,20634530.21,  ,261019,N ,N ,N ,N 
TOUJEO SOLOSTAR ,"INSULIN GLARGINE,HUM.REC.ANLOG ",20934,99117,139522.3,56888805.16,42998,  ,67355,97726,36883723.74,  ,30200,N ,N ,N ,N 
TOVIAZ ,FESOTERODINE FUMARATE ,53317,504777,681761.5,146082085.99,98925,  ,418934,576189.2,122893283.65,  ,83966,N ,N ,N ,N 
TPN ELECTROLYTES ,SODIUM/K+/MAG/CA/CHLOR/ACETATE ,,55,55,3677.56,12,# ,,,,# ,,N ,N ,N ,N 
TRACLEER ,BOSENTAN ,2347,41620,41629.1,351624734.73,4378,  ,27773,27775,234452627.16,  ,2877,N ,N ,N ,N 
TRADJENTA ,LINAGLIPTIN ,86598,1198283,1621932.1,507654950.34,227841,  ,994328,1363695.8,425037653.08,  ,189213,N ,N ,N ,N 
TRAMADOL HCL ,TRAMADOL HCL ,522856,14469071,15491487.5,106672470.18,4416655,  ,10924993,11809735.5,81723204.33,  ,3461236,Y ,N ,N ,N 
TRAMADOL HCL ER ,TRAMADOL HCL ,32393,159590,192798.1,20970110.73,40955,  ,113654,141860.8,14780226.63,  ,29505,Y ,N ,N ,N 
TRAMADOL HCL-ACETAMINOPHEN ,TRAMADOL HCL/ACETAMINOPHEN ,87234,794113,848514,16412407.69,309608,  ,672018,722067.9,13993217.38,  ,257881,Y ,N ,N ,N 
TRANDOLAPRIL ,TRANDOLAPRIL ,22924,143281,278590.9,3372743.37,27285,  ,132077,260834.6,3143562.78,  ,25429,N ,N ,N ,N 
TRANDOLAPRIL-VERAPAMIL ER ,TRANDOLAPRIL/VERAPAMIL HCL ,1596,5175,9627.8,1062175.19,1516,  ,4848,9107.8,1005682.22,  ,1431,N ,N ,N ,N 
TRANEXAMIC ACID ,TRANEXAMIC ACID ,2160,5457,5679.8,924559.10,2466,  ,1538,1668.8,405823.43,  ,706,N ,N ,N ,N 
TRANSDERM-SCOP ,SCOPOLAMINE ,77352,233299,238541.4,27231365.18,119762,  ,165115,168315.8,18075533.09,  ,97292,N ,N ,N ,N 
TRANXENE T-TAB ,CLORAZEPATE DIPOTASSIUM ,189,801,958.6,372432.99,152,  ,535,654.7,210444.35,  ,117,N ,N ,N ,N 
TRANYLCYPROMINE SULFATE ,TRANYLCYPROMINE SULFATE ,2095,12894,17030.9,4229406.44,1940,  ,8078,11369.3,2534124.07,  ,1276,N ,N ,N ,N 
TRAVASOL ,PARENTERAL AMINO ACID 10% NO.6 ,381,3917,3917,611972.92,348,  ,2058,2058,300539.68,  ,206,N ,N ,N ,N 
TRAVATAN Z ,TRAVOPROST ,73338,1790536,2319102.4,336124305.59,387977,  ,1653096,2154271.2,311682362.06,  ,359705,N ,N ,N ,N 
TRAVOPROST ,TRAVOPROST (BENZALKONIUM) ,9347,45807,66188.4,6677191.67,14783,  ,43444,63317.2,6396355.83,  ,13984,N ,N ,N ,N 
TRAZODONE HCL ,TRAZODONE HCL ,340514,11388017,15165679.3,86212123.26,2236941,  ,6995335,9933586,52923282.85,  ,1481239,N ,N ,N ,N 
TREANDA ,BENDAMUSTINE HCL ,123,528,532,4380456.40,157,  ,467,471,3909919.43,  ,136,N ,N ,N ,N 
TRECATOR ,ETHIONAMIDE ,15,32,37,6273.42,14,  ,32,37,6273.42,  ,14,N ,N ,N ,N 
TRELSTAR ,TRIPTORELIN PAMOATE ,493,4332,10276,10130700.07,1726,  ,4092,9793.5,9673271.01,  ,1649,N ,N ,N ,N 
TRELSTAR DEPOT ,TRIPTORELIN PAMOATE ,,30,32,25071.63,,  ,13,13,10875.11,* ,,N ,N ,N ,N 
TRELSTAR LA ,TRIPTORELIN PAMOATE ,,16,35,38814.74,,# ,,,,# ,,N ,N ,N ,N 
TRESIBA FLEXTOUCH U-100 ,INSULIN DEGLUDEC ,60,76,139.5,48103.83,73,  ,50,100.5,35659.30,  ,47,N ,N ,N ,N 
TRESIBA FLEXTOUCH U-200 ,INSULIN DEGLUDEC ,91,111,167.9,132371.69,97,  ,65,107.1,85212.05,  ,59,N ,N ,N ,N 
TRETIN-X ,TRETINOIN ,11,11,11,3095.70,11,* ,,,,* ,,N ,N ,N ,N 
TRETINOIN ,TRETINOIN ,33535,133003,143981.4,24467269.13,68994,  ,88322,97453.1,16430433.34,  ,49780,N ,N ,N ,N 
TRETINOIN MICROSPHERE ,TRETINOIN MICROSPHERES ,1774,3730,4319.3,1587870.15,1909,  ,2484,2947,1087889.83,  ,1381,N ,N ,N ,N 
TREXALL ,METHOTREXATE SODIUM ,859,3046,4691.3,651001.63,858,  ,2350,3751.7,511152.11,  ,634,N ,N ,N ,N 
TREXIMET ,SUMATRIPTAN SUCC/NAPROXEN SOD ,2451,9506,10704.1,8378661.85,2348,  ,3601,4284.6,3264719.36,  ,1037,N ,N ,N ,N 
TREZIX ,DHCODEINE BT/ACETAMINOPHN/CAFF ,531,1559,1575.2,374684.43,876,  ,865,876.5,196570.73,  ,509,Y ,N ,N ,N 
TRI-ESTARYLLA ,NORGESTIMATE-ETHINYL ESTRADIOL ,517,1512,1945.9,32219.96,483,  ,,,0.00,  ,,N ,N ,N ,N 
TRI-LEGEST FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,212,1200,1593.9,67887.86,183,* ,,,,* ,,N ,N ,N ,N 
TRI-LINYAH ,NORGESTIMATE-ETHINYL ESTRADIOL ,2274,10619,12679.8,175767.91,2049,  ,12,22.8,304.24,* ,,N ,N ,N ,N 
TRI-PREVIFEM ,NORGESTIMATE-ETHINYL ESTRADIOL ,3341,15964,18778.8,277831.72,3034,* ,,,,* ,,N ,N ,N ,N 
TRI-SPRINTEC ,NORGESTIMATE-ETHINYL ESTRADIOL ,6310,32730,38359.2,479844.11,5759,  ,58,90.3,1114.16,  ,16,N ,N ,N ,N 
TRIADVANCE ,PRENATAL VIT 15/IRON CB/FA/DSS ,14,35,43.1,420.14,13,* ,,,,* ,,N ,N ,N ,N 
TRIAMCINOLONE ACETONIDE ,TRIAMCINOLONE ACETONIDE ,340639,4042488,4239143.5,74110272.68,2270081,  ,3302988,3476735.8,61170400.88,  ,1890160,N ,N ,N ,N 
TRIAMTERENE-HYDROCHLOROTHIAZID ,TRIAMTERENE/HYDROCHLOROTHIAZID ,219228,4634717,9175454.4,55491206.87,1025541,  ,4095496,8356876.2,50021374.10,  ,922742,N ,N ,N ,N 
TRIANEX ,TRIAMCINOLONE ACETONIDE ,723,1009,1096.9,565325.15,787,  ,807,886.1,460889.01,  ,643,N ,N ,N ,N 
TRIAZOLAM ,TRIAZOLAM ,27971,153901,176446.3,5902079.03,40848,  ,121151,141858.3,4628791.01,  ,32433,N ,N ,N ,N 
TRIBENZOR ,OLMESARTAN/AMLODIPIN/HCTHIAZID ,22929,204672,304011.2,62855322.11,37420,  ,182491,273736.1,56504125.79,  ,33131,N ,N ,N ,N 
TRICARE ,PRENATAL #103/IRON FUMARATE/FA ,50,186,202.3,5678.19,50,  ,41,41,1237.51,* ,,N ,N ,N ,N 
TRICARE PRENATAL DHA ONE ,PNV#20/IRON/FA/DS/FISH/DHA/EPA ,14,34,36,2407.76,13,* ,,,,* ,,N ,N ,N ,N 
TRICITRATES ,SOD/POT/K CIT/SOD CIT/CIT ACID ,101,342,508.7,23473.31,99,  ,233,372.2,14971.79,  ,76,N ,N ,N ,N 
TRICOR ,FENOFIBRATE NANOCRYSTALLIZED ,20139,82304,231091.9,14453228.52,24076,  ,77156,218830.8,13512528.08,  ,22384,N ,N ,N ,N 
TRIDERM ,TRIAMCINOLONE ACETONIDE ,19,30,41.9,246.41,19,# ,,,,# ,,N ,N ,N ,N 
TRIESENCE ,TRIAMCINOLONE ACETONIDE/PF ,14,31,31,4792.16,21,# ,,,,# ,,N ,N ,N ,N 
TRIFLUOPERAZINE HCL ,TRIFLUOPERAZINE HCL ,13496,117347,137901.5,8344968.15,15249,  ,56329,70933.2,3603658.40,  ,7638,N ,N ,N ,Y 
TRIFLURIDINE ,TRIFLURIDINE ,8770,17602,19142.4,2364652.82,13081,  ,15249,16643.9,2045798.52,  ,11364,N ,N ,N ,N 
TRIGLIDE ,FENOFIBRATE NANOCRYSTALLIZED ,749,1844,3645.8,683396.58,734,  ,1513,3158.8,589567.78,  ,592,N ,N ,N ,N 
TRIHEXYPHENIDYL HCL ,TRIHEXYPHENIDYL HCL ,29441,319262,362299.2,3480360.79,44679,  ,98358,123300.6,1146486.90,  ,17225,N ,N ,Y ,N 
TRILEPTAL ,OXCARBAZEPINE ,2788,22143,27597.4,18483575.28,2774,  ,5117,7213.8,3624224.90,  ,802,N ,N ,N ,N 
TRILIPIX ,FENOFIBRIC ACID (CHOLINE) ,2466,9350,14032.4,2663875.10,2609,  ,7473,11705.4,2222490.42,  ,2048,N ,N ,N ,N 
TRILYTE WITH FLAVOR PACKETS ,SODIUM CHLORIDE/NAHCO3/KCL/PEG ,6176,25789,26256.5,496103.14,24857,  ,20451,20818.8,391861.01,  ,19871,N ,N ,N ,N 
TRIMETHOBENZAMIDE HCL ,TRIMETHOBENZAMIDE HCL ,3733,10531,11573.6,903525.37,4685,  ,6391,7067.7,531209.22,  ,3156,N ,N ,Y ,N 
TRIMETHOPRIM ,TRIMETHOPRIM ,28560,297524,430672.1,4647958.29,79353,  ,271702,397004.9,4271207.09,  ,72790,N ,Y ,N ,N 
TRIMIPRAMINE MALEATE ,TRIMIPRAMINE MALEATE ,19,25,33,6019.71,20,# ,,,,# ,,N ,N ,Y ,N 
TRINATAL GT ,PRENATAL VIT 16/IRON CB/FA/DSS ,61,181,295.3,2448.37,59,  ,93,163,1278.19,  ,28,N ,N ,N ,N 
TRINATAL RX 1 ,"PRENATAL VIT27,CALCIUM/IRON/FA ",128,379,495.3,3337.44,125,  ,177,231.3,1674.14,  ,55,N ,N ,N ,N 
TRINESSA ,NORGESTIMATE-ETHINYL ESTRADIOL ,4400,19047,25266.9,361317.96,4000,  ,20,30.8,428.40,* ,,N ,N ,N ,N 
TRIPHROCAPS ,B COMPLEX & C NO.20/FOLIC ACID ,137,543,748,9346.99,159,  ,474,651.3,8359.93,  ,138,N ,N ,N ,N 
TRIUMEQ ,ABACAVIR/DOLUTEGRAVIR/LAMIVUDI ,4786,92822,95621.4,214840760.94,14739,  ,22438,23795.8,53414063.47,  ,3524,N ,N ,N ,N 
TRIVEEN-DUO DHA ,PNV53/IRON B-G HCL-P/FA/OMEGA3 ,24,58,61,1667.49,22,* ,,,,* ,,N ,N ,N ,N 
TRIVEEN-PRX RNF ,PNV66/IRON FUMARATE/FA/DSS/DHA ,47,101,114,2543.23,48,  ,33,41,558.05,  ,14,N ,N ,N ,N 
TRIVORA-28 ,LEVONORGESTREL-ETHIN ESTRADIOL ,749,4082,5398.6,100296.58,631,  ,40,76.2,1270.21,* ,,N ,N ,N ,N 
TRIZIVIR ,ABACAVIR/LAMIVUDINE/ZIDOVUDINE ,417,2307,2431.1,3782812.43,407,  ,779,822,1262934.27,  ,127,N ,N ,N ,N 
TROKENDI XR ,TOPIRAMATE ,2769,18296,20771.1,13341783.58,4123,  ,4484,5619.1,2657871.08,  ,1218,N ,N ,N ,N 
TROPHAMINE ,AMINO ACIDS 10 % ,,26,26,2069.20,,* ,,,,* ,,N ,N ,N ,N 
TROPICAMIDE ,TROPICAMIDE ,852,6390,7523.2,79616.43,5478,  ,5775,6719.1,70867.25,  ,4996,N ,N ,N ,N 
TROSPIUM CHLORIDE ,TROSPIUM CHLORIDE ,25538,199335,320635.7,22168229.83,55714,  ,176813,291785.6,19537398.73,  ,50884,N ,N ,N ,N 
