Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
TENORMIN ,ATENOLOL ,3983,19043,32190.1,2111966.89,3630,  ,18077,30880.1,2013286.26,  ,3479,N ,N ,N ,N 
TERAZOL 3 ,TERCONAZOLE ,159,209,215.1,10512.23,158,  ,149,155.1,7704.94,  ,110,N ,N ,N ,N 
TERAZOL 7 ,TERCONAZOLE ,166,322,335.5,15870.64,161,  ,204,208.5,10321.13,  ,114,N ,N ,N ,N 
TERAZOSIN HCL ,TERAZOSIN HCL ,167024,2372043,4509246.4,30597144.73,478410,  ,2173730,4230700,28480561.82,  ,443814,N ,N ,N ,N 
TERBINAFINE HCL ,TERBINAFINE HCL ,85043,418441,527708.1,5356179.76,220206,  ,313057,400662.5,3949287.57,  ,167511,N ,N ,N ,N 
TERBUTALINE SULFATE ,TERBUTALINE SULFATE ,3849,23735,30122.5,1502219.89,4908,  ,17665,23067.5,1057121.13,  ,3663,N ,N ,N ,N 
TERCONAZOLE ,TERCONAZOLE ,47439,148212,149702.5,4780337.96,99194,  ,91680,92775,2942236.26,  ,62422,N ,N ,N ,N 
TERSI FOAM ,SELENIUM SULFIDE ,20,26,29.3,5429.12,20,# ,,,,# ,,N ,N ,N ,N 
TERUMO INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.5ML ",277,952,1102.2,15259.93,303,  ,735,857.8,11519.32,  ,231,N ,N ,N ,N 
TERUMO INSULIN SYRINGE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",154,554,596.5,6887.03,172,  ,454,485.5,5437.67,  ,130,N ,N ,N ,N 
TERUMO SURGUARD ,"SYRINGE & NEEDLE,INSULIN,1 ML ",,11,11,234.74,,* ,,,,* ,,N ,N ,N ,N 
TESSALON PERLE ,BENZONATATE ,34,44,50,3549.08,35,# ,,,,# ,,N ,N ,N ,N 
TESTIM ,TESTOSTERONE ,15009,67695,85119.3,34597188.93,20211,  ,45305,60331.4,24142288.50,  ,13850,N ,N ,N ,N 
TESTOPEL ,TESTOSTERONE ,197,549,565,522820.47,369,  ,423,435,403287.73,  ,291,N ,N ,N ,N 
TESTOSTERONE CYPIONATE ,TESTOSTERONE CYPIONATE ,56350,330060,598507.3,20667042.60,131293,  ,187672,355653.9,11787675.02,  ,81101,N ,N ,N ,N 
TESTOSTERONE ENANTHATE ,TESTOSTERONE ENANTHATE ,7273,22574,37728,1717827.57,9551,  ,12691,22138.7,964504.47,  ,5775,N ,N ,N ,N 
TESTRED ,METHYLTESTOSTERONE ,146,474,577.4,813211.69,144,  ,229,309.4,377366.84,  ,88,N ,N ,N ,N 
TETANUS DIPHTHERIA TOXOIDS ,"TETANUS & DIPHTHERIA TOX,ADULT ",6510,15427,15435.7,556506.17,11650,  ,13681,13689.5,494362.79,  ,10334,N ,N ,N ,N 
TETANUS TOXOID ADSORBED ,"TETANUS TOXOID,ADSORBED/PF ",3765,5489,5510.3,297885.98,5442,  ,4486,4501.3,247931.25,  ,4444,N ,N ,N ,N 
TETANUS-DIPHTERIA-DECAVAC ,TETANUS AND DIPHTHERIA TOX/PF ,3446,7136,7136,358267.53,6501,  ,6508,6508,327088.63,  ,5926,N ,N ,N ,N 
TETRACAINE HCL ,TETRACAINE HCL ,126,152,159.7,2594.47,129,  ,103,108.8,1914.84,  ,92,N ,N ,N ,N 
TETRACAINE HCL ,TETRACAINE HCL/PF ,34,76,77.2,5026.59,56,# ,,,,# ,,N ,N ,N ,N 
TETRACYCLINE HCL ,TETRACYCLINE HCL ,3129,3840,4152.3,198081.23,3306,  ,3038,3324.1,157064.05,  ,2604,N ,Y ,N ,N 
TEV-TROPIN ,SOMATROPIN ,141,797,914,950629.87,134,  ,352,427.6,332762.05,  ,59,N ,N ,N ,N 
TEVETEN ,EPROSARTAN MESYLATE ,334,1369,2059.1,247183.53,310,  ,1310,1969.1,236654.09,  ,296,N ,N ,N ,N 
TEVETEN HCT ,EPROSARTAN/HYDROCHLOROTHIAZIDE ,466,2154,3850.2,459715.79,421,  ,2023,3659.2,435827.52,  ,400,N ,N ,N ,N 
TEXACORT ,HYDROCORTISONE ,125,207,214.8,36881.90,141,  ,159,166.8,28737.09,  ,113,N ,N ,N ,N 
THALITONE ,CHLORTHALIDONE ,71,120,144.8,5859.58,70,  ,109,133.8,5426.15,# ,,N ,N ,N ,N 
THALOMID ,THALIDOMIDE ,2139,15003,15092,100211339.10,2679,  ,12266,12344.9,80438712.03,  ,2215,N ,N ,N ,N 
THEO-24 ,THEOPHYLLINE ANHYDROUS ,11110,67176,91061.2,7685308.79,13576,  ,52772,73451.3,6053154.30,  ,10814,N ,N ,N ,N 
THEOPHYLLINE ,THEOPHYLLINE ANHYDROUS ,9642,57741,86253.3,3760822.94,11402,  ,43657,68246.3,2876472.64,  ,8819,N ,N ,N ,N 
THEOPHYLLINE ANHYDROUS ,THEOPHYLLINE ANHYDROUS ,67201,660608,890976.7,12241849.37,121121,  ,508134,704921.3,9505390.00,  ,94498,N ,N ,N ,N 
THERMAZENE ,SILVER SULFADIAZINE ,3118,6130,6188.3,88164.57,4154,  ,4821,4859.9,68157.92,  ,3237,N ,N ,N ,N 
THIAMINE HCL ,THIAMINE HCL ,,14,14,500.45,,  ,14,14,500.45,* ,,N ,N ,N ,N 
THINPRO INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.3ML ",144,337,709.7,10289.36,135,  ,227,480.7,6855.72,  ,99,N ,N ,N ,N 
THINPRO INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.5ML ",381,1048,2172.4,35548.91,370,  ,768,1650,25140.50,  ,273,N ,N ,N ,N 
THINPRO INSULIN SYRINGE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",343,898,1799.8,28437.81,335,  ,602,1221.1,18706.44,  ,222,N ,N ,N ,N 
THIOLA ,TIOPRONIN ,85,440,589.6,137504.24,81,  ,285,394.2,89990.19,  ,51,N ,N ,N ,N 
THIORIDAZINE HCL ,THIORIDAZINE HCL ,15756,151195,170769.6,3606126.83,16785,  ,62767,75054.8,1305725.41,  ,7743,N ,N ,Y ,Y 
THIOTHIXENE ,THIOTHIXENE ,16141,156319,175660.1,4418189.85,19078,  ,52281,62511.4,1257913.43,  ,6578,N ,N ,N ,Y 
THYROLAR-1/2 ,LIOTRIX ,,13,13,378.29,,  ,13,13,378.29,* ,,N ,N ,N ,N 
THYROLAR-2 ,LIOTRIX ,,13,13,316.15,,  ,13,13,316.15,* ,,N ,N ,N ,N 
TIAGABINE HCL ,TIAGABINE HCL ,3599,22221,25048.8,9815250.53,3822,  ,6154,7419.3,2471558.07,  ,1144,N ,N ,N ,N 
TIAZAC ,DILTIAZEM HCL ,1254,5925,9038.2,569547.61,1140,  ,5529,8450.2,529680.51,  ,1044,N ,N ,N ,N 
TICLOPIDINE HCL ,TICLOPIDINE HCL ,5398,24368,37442.7,1830839.51,5247,  ,21611,33641.1,1622206.11,  ,4695,N ,N ,Y ,N 
TIGAN ,TRIMETHOBENZAMIDE HCL ,746,2011,2033.5,185962.41,1381,  ,1672,1694.5,144612.18,  ,1221,N ,N ,Y ,N 
TIKOSYN ,DOFETILIDE ,9100,187903,261155.9,66544684.92,29156,  ,173154,242678,61806482.98,  ,26853,N ,N ,N ,N 
TILIA FE ,NORETH A-ET ESTRA/FE FUMARATE ,212,984,1236.6,55219.73,187,* ,,,,* ,,N ,N ,N ,N 
TIMENTIN ,TICARCILLIN/K CLAVULANATE ,37,101,101,28498.43,36,  ,62,62,14910.10,  ,19,N ,Y ,N ,N 
TIMOLOL MALEATE ,TIMOLOL MALEATE ,88473,2295322,3431499.3,48874700.79,556343,  ,2160841,3253985.4,46502889.57,  ,524348,N ,N ,N ,N 
TIMOPTIC ,TIMOLOL MALEATE ,753,2366,3759.6,440603.75,761,  ,2301,3667.4,430633.44,  ,734,N ,N ,N ,N 
TIMOPTIC OCUDOSE ,TIMOLOL MALEATE/PF ,2850,16166,21655.3,6487471.24,4619,  ,15702,21063.3,6308034.00,  ,4491,N ,N ,N ,N 
TIMOPTIC-XE ,TIMOLOL MALEATE ,1157,4494,7068.7,885459.12,1277,  ,4429,6990.6,875862.87,  ,1257,N ,N ,N ,N 
TINDAMAX ,TINIDAZOLE ,296,375,380.8,79114.55,310,  ,222,225.8,35161.27,  ,200,N ,N ,N ,N 
TINIDAZOLE ,TINIDAZOLE ,2678,4841,4902.1,622499.50,3663,  ,2860,2901.9,359636.58,  ,2274,N ,N ,N ,N 
TIROSINT ,LEVOTHYROXINE SODIUM ,4839,26336,39342.5,1956979.38,6645,  ,21219,32695.4,1576182.86,  ,5528,N ,N ,N ,N 
TIS-U-SOL ,RINGERS SOLUTION ,,11,11.1,82.30,,  ,11,11.1,82.30,* ,,N ,N ,N ,N 
TIVICAY ,DOLUTEGRAVIR SODIUM ,1204,5104,5296.6,7081666.52,2344,  ,770,835,1072615.10,  ,346,N ,N ,N ,N 
TIZANIDINE HCL ,TIZANIDINE HCL ,150584,2581914,2939557.8,78811772.86,650719,  ,1033736,1229392.4,27746228.89,  ,327750,N ,N ,N ,N 
TL G-FOL OS ,CAL CARB/MGOX/D3/B12/FA/B6/BOR ,38,139,233.1,2227.29,40,# ,,,,# ,,N ,N ,N ,N 
TL ICON ,FE FUMARATE/VIT C/B12-IF/FA ,57,174,294.4,6563.19,59,  ,153,256.9,5707.37,# ,,N ,N ,N ,N 
TL-FOL 500 ,FERROUS SULFATE/VIT C/FA ,22,61,116,1752.76,22,# ,,,,# ,,N ,N ,N ,N 
TL-HEM 150 ,"IRON,CARB/DSS/B12IF/FA/MV-MN ",115,365,471.4,8494.20,132,  ,353,455.3,8219.22,# ,,N ,N ,N ,N 
TL-SELECT ,PNV80/IRON FUMARATE/FA/DSS/DHA ,,11,11,810.38,,* ,,,,* ,,N ,N ,N ,N 
TOBI ,TOBRAMYCIN IN 0.225% NACL ,686,1651,1841,7568844.95,732,  ,916,1044.9,4122069.77,  ,441,N ,Y ,N ,N 
TOBI PODHALER ,TOBRAMYCIN ,267,825,906.2,5691602.14,511,  ,123,140.9,869671.30,  ,78,N ,Y ,N ,N 
TOBRADEX ,TOBRAMYCIN/DEXAMETHASONE ,36472,158046,159928.4,27082980.88,110224,  ,143235,145009.6,24496628.82,  ,100922,N ,N ,N ,N 
TOBRADEX ST ,TOBRAMYCIN/DEXAMETHASONE ,8378,24979,25524.7,3098049.10,20137,  ,22536,23040.5,2794031.12,  ,18194,N ,N ,N ,N 
TOBRAMYCIN ,TOBRAMYCIN ,65201,232587,235387.4,2739946.85,184871,  ,196117,198611.4,2300601.71,  ,154822,N ,N ,N ,N 
TOBRAMYCIN ,TOBRAMYCIN IN 0.225% NACL ,62,75,88.4,357435.05,63,  ,53,63.8,269291.74,  ,43,N ,Y ,N ,N 
TOBRAMYCIN SULFATE ,TOBRAMYCIN SULFATE ,5640,17956,18141.6,3567942.24,7930,  ,11549,11713.4,2389242.22,  ,5749,N ,Y ,N ,N 
TOBRAMYCIN SULFATE IN NS ,TOBRAMYCIN/SODIUM CHLORIDE ,18,87,87,4268.31,19,# ,,,,# ,,N ,Y ,N ,N 
TOBRAMYCIN-DEXAMETHASONE ,TOBRAMYCIN/DEXAMETHASONE ,77704,477056,486257.3,45896988.96,354062,  ,418820,427136.1,40241981.66,  ,311130,N ,N ,N ,N 
TOBREX ,TOBRAMYCIN ,9615,16956,17055.8,1720893.57,12926,  ,14198,14279.1,1437149.69,  ,10857,N ,N ,N ,N 
TOFRANIL ,IMIPRAMINE HCL ,123,496,693.6,361946.56,108,  ,357,517,256240.51,  ,86,N ,N ,Y ,N 
TOFRANIL-PM ,IMIPRAMINE PAMOATE ,86,435,635.2,398021.00,74,  ,370,554,336783.83,  ,63,N ,N ,Y ,N 
TOLAZAMIDE ,TOLAZAMIDE ,1273,5475,14133.4,1278635.73,1617,  ,5140,13299.6,1190939.33,  ,1517,N ,N ,N ,N 
TOLBUTAMIDE ,TOLBUTAMIDE ,753,4819,9802.4,486934.25,1102,  ,4637,9527.5,474325.09,  ,1069,N ,N ,N ,N 
TOLMETIN SODIUM ,TOLMETIN SODIUM ,1444,5589,8713.8,896712.00,1600,  ,4593,7405.5,728881.82,  ,1316,N ,N ,N ,N 
TOLTERODINE TARTRATE ,TOLTERODINE TARTRATE ,40352,194953,253309.2,31596139.18,48856,  ,164814,218077.6,26948924.86,  ,42023,N ,N ,N ,N 
TOPAMAX ,TOPIRAMATE ,7367,59969,73350.9,48864349.72,7684,  ,11918,16865.5,9055116.06,  ,1932,N ,N ,N ,N 
TOPCARE CLICKFINE ,"NEEDLES, INSULIN DISPOSABLE ",215,562,836.5,12358.25,231,  ,381,603.2,8345.34,  ,158,N ,N ,N ,N 
TOPCARE ULTRA COMFORT ,"SYRING W-NDL,DISP,INSUL,0.3ML ",118,299,427.2,5002.09,115,  ,219,329.4,3671.75,  ,84,N ,N ,N ,N 
TOPCARE ULTRA COMFORT ,"SYRING W-NDL,DISP,INSUL,0.5ML ",217,611,878.3,10393.02,224,  ,488,697.1,8241.66,  ,167,N ,N ,N ,N 
TOPCARE ULTRA COMFORT ,"SYRINGE & NEEDLE,INSULIN,1 ML ",268,714,1002.2,12591.18,277,  ,421,611.9,7610.06,  ,161,N ,N ,N ,N 
TOPICORT ,DESOXIMETASONE ,1249,2037,2157.6,706707.47,1529,  ,1773,1874.9,612444.63,  ,1355,N ,N ,N ,N 
TOPIRAMATE ,TOPIRAMATE ,159497,2443802,3031166.9,67062337.19,415857,  ,717625,1004781.4,20671299.28,  ,145553,N ,N ,N ,N 
TOPOSAR ,ETOPOSIDE ,26,59,59.8,3540.78,28,# ,,,,# ,,N ,N ,N ,N 
TOPOTECAN HCL ,TOPOTECAN HCL ,30,105,105,135914.79,36,  ,75,75,97201.11,# ,,N ,N ,N ,N 
TOPROL XL ,METOPROLOL SUCCINATE ,104151,996757,2687687.5,73856851.82,273374,  ,960336,2602175.9,71109965.33,  ,263116,N ,N ,N ,N 
TORISEL ,TEMSIROLIMUS ,14,80,80,338590.26,15,  ,62,62,239245.76,# ,,N ,N ,N ,N 
TORSEMIDE ,TORSEMIDE ,101562,1190365,1742732.2,27041839.96,250864,  ,1017098,1514504.8,22671705.08,  ,214982,N ,N ,N ,N 
TOVIAZ ,FESOTERODINE FUMARATE ,53370,504547,657980.3,104560354.29,111108,  ,416771,554459.1,87628797.89,  ,94385,N ,N ,N ,N 
TOZAL ,"MV, MIN CMB#22/LUT/OM3/DHA/EPA ",,31,45.2,2037.31,,  ,31,45.2,2037.31,* ,,N ,N ,N ,N 
TPN ELECTROLYTES ,SODIUM/K+/MAG/CA/CHLOR/ACETATE ,,15,15,216.40,,# ,,,,# ,,N ,N ,N ,N 
TRACLEER ,BOSENTAN ,3132,64807,64822.6,445167618.21,7096,  ,43002,43014.6,295014724.22,  ,4725,N ,N ,N ,N 
TRADJENTA ,LINAGLIPTIN ,45904,494637,638089.4,152759723.10,105358,  ,417396,545900.8,130242337.35,  ,88779,N ,N ,N ,N 
TRAMADOL HCL ,TRAMADOL HCL ,488962,13161480,14330636.4,133534721.80,3873220,  ,9619071,10603071.4,97820606.27,  ,2950150,Y ,N ,N ,N 
TRAMADOL HCL ER ,TRAMADOL HCL ,34050,158525,198470.1,25304433.62,43826,  ,109855,142992.5,17516908.66,  ,31060,Y ,N ,N ,N 
TRAMADOL HCL-ACETAMINOPHEN ,TRAMADOL HCL/ACETAMINOPHEN ,98623,1111962,1192372.6,31392417.73,397850,  ,911167,983942.7,26131769.93,  ,322088,Y ,N ,N ,N 
TRANDOLAPRIL ,TRANDOLAPRIL ,24604,172659,303759.8,5761882.94,30099,  ,156494,280657.9,5325363.72,  ,27652,N ,N ,N ,N 
TRANDOLAPRIL-VERAPAMIL ,TRANDOLAPRIL/VERAPAMIL HCL ,45,68,86,6518.55,44,# ,,,,# ,,N ,N ,N ,N 
TRANEXAMIC ACID ,TRANEXAMIC ACID ,975,2149,2187.9,335032.55,1014,  ,287,294.6,85245.51,  ,136,N ,N ,N ,N 
TRANSDERM-SCOP ,SCOPOLAMINE ,64415,197998,201897.4,18411068.11,99744,  ,147889,150455.5,12952518.62,  ,84143,N ,N ,N ,N 
TRANXENE T-TAB ,CLORAZEPATE DIPOTASSIUM ,435,1705,2088.7,587130.14,393,  ,1276,1581.5,376287.44,  ,320,N ,N ,N ,N 
TRANYLCYPROMINE SULFATE ,TRANYLCYPROMINE SULFATE ,2082,12013,15450.7,3958024.64,1880,  ,6956,9710.5,2226410.51,  ,1144,N ,N ,N ,N 
TRAVASOL ,PARENTERAL AMINO ACID 10% NO.6 ,338,2898,2898,399489.77,300,  ,1541,1541,208829.16,  ,201,N ,N ,N ,N 
TRAVATAN Z ,TRAVOPROST ,81233,2012622,2509154.5,287870755.15,439562,  ,1856133,2329254.9,266844568.55,  ,407020,N ,N ,N ,N 
TRAVOPROST ,TRAVOPROST (BENZALKONIUM) ,3462,9239,12312.8,1165263.00,4729,  ,8587,11547,1091305.30,  ,4419,N ,N ,N ,N 
TRAZODONE HCL ,TRAZODONE HCL ,308652,9145182,11726881.4,75888515.03,1758148,  ,5264497,7216828.8,41299609.06,  ,1086948,N ,N ,N ,N 
TREANDA ,BENDAMUSTINE HCL ,111,572,572,3810780.03,147,  ,448,448,2922862.91,  ,120,N ,N ,N ,N 
TRECATOR ,ETHIONAMIDE ,,20,28,5910.62,,  ,20,28,5910.62,* ,,N ,N ,N ,N 
TRELSTAR ,TRIPTORELIN PAMOATE ,556,4156,7363.9,8673226.22,1506,  ,3944,7037.7,8290374.51,  ,1441,N ,N ,N ,N 
TRELSTAR DEPOT ,TRIPTORELIN PAMOATE ,,21,21,17439.33,,* ,,,,* ,,N ,N ,N ,N 
TRENTAL ,PENTOXIFYLLINE ,29,47,55,2875.47,32,  ,34,42,2202.87,# ,,N ,N ,N ,N 
TRETIN-X ,TRETINOIN ,179,276,305.4,66348.06,212,  ,225,252.4,54418.26,  ,180,N ,N ,N ,N 
TRETIN-X ,TRETINOIN/EMOL CMB9/SKIN CLN1 ,29,55,75.2,14017.26,32,# ,,,,# ,,N ,N ,N ,N 
TRETINOIN ,TRETINOIN ,35489,142420,153770.4,14155135.22,78602,  ,96975,106554.2,9570004.22,  ,58033,N ,N ,N ,N 
TRETINOIN ,TRETINOIN/EMOLLIENT BASE ,30,39,49.3,5031.40,30,# ,,,,# ,,N ,N ,N ,N 
TRETINOIN MICROSPHERE ,TRETINOIN MICROSPHERES ,1557,2582,2740,1098254.26,1759,  ,1786,1911,758103.54,  ,1298,N ,N ,N ,N 
TREXALL ,METHOTREXATE SODIUM ,475,2069,3262.3,370332.08,529,  ,1639,2705.7,298940.76,  ,414,N ,N ,N ,N 
TREXIMET ,SUMATRIPTAN SUCC/NAPROXEN SOD ,3157,11855,13334.3,3697362.83,3040,  ,4227,5113.3,1413460.56,  ,1197,N ,N ,N ,N 
TREZIX ,DHCODEINE BT/ACETAMINOPHN/CAFF ,581,1615,1699.2,218220.04,708,  ,1057,1133.8,143385.02,  ,454,Y ,N ,N ,N 
TRI-ESTARYLLA ,NORGESTIMATE-ETHINYL ESTRADIOL ,169,638,800.9,7328.49,160,  ,0,0,0.00,  ,0,N ,N ,N ,N 
TRI-LEGEST FE ,NORETH A-ET ESTRA/FE FUMARATE ,301,1547,1921,84790.56,243,* ,,,,* ,,N ,N ,N ,N 
TRI-LINYAH ,NORGESTIMATE-ETHINYL ESTRADIOL ,1131,4848,5422.5,94944.75,1047,* ,,,,* ,,N ,N ,N ,N 
TRI-LUMA ,FLUOCINOLONE/TRETINOIN/H-QUIN ,70,96,105.5,10744.69,70,  ,96,105.5,10744.69,  ,70,N ,N ,N ,N 
TRI-NORINYL ,NORETHINDRONE-ETHINYL ESTRAD ,,12,15.6,1110.55,,  ,0,0,0.00,  ,0,N ,N ,N ,N 
TRI-PREVIFEM ,NORGESTIMATE-ETHINYL ESTRADIOL ,3133,14031,16258,288762.88,2899,* ,,,,* ,,N ,N ,N ,N 
TRI-SPRINTEC ,NORGESTIMATE-ETHINYL ESTRADIOL ,7392,33660,38152.8,588444.24,6905,  ,33,45.6,559.99,  ,11,N ,N ,N ,N 
TRIADVANCE ,PRENATAL VIT 15/IRON CB/FA/DSS ,94,401,508.2,3316.78,94,  ,149,181,1126.40,  ,27,N ,N ,N ,N 
TRIAMCINOLONE ACETONIDE ,TRIAMCINOLONE ACETONIDE ,313188,3529301,3710290.3,82606027.52,1916408,  ,2854728,3015324.3,67408888.23,  ,1578682,N ,N ,N ,N 
TRIAMTERENE-HCTZ ,TRIAMTERENE/HYDROCHLOROTHIAZID ,206067,4244139,7755418,55117128.47,897048,  ,3732485,7030581.2,49340476.51,  ,801464,N ,N ,N ,N 
TRIAMTERENE-HYDROCHLOROTHIAZID ,TRIAMTERENE/HYDROCHLOROTHIAZID ,90401,853064,1629790.7,9779758.88,187888,  ,742138,1466259.6,8598734.95,  ,166962,N ,N ,N ,N 
TRIANEX ,TRIAMCINOLONE ACETONIDE ,1101,1894,1983.3,395589.41,1278,  ,1514,1598.3,317059.69,  ,1066,N ,N ,N ,N 
TRIAZOLAM ,TRIAZOLAM ,35982,183948,208145.6,3127237.45,61645,  ,144400,166795.5,2447987.31,  ,48195,N ,N ,N ,N 
TRIBENZOR ,OLMESARTAN/AMLODIPIN/HCTHIAZID ,19496,175803,243668.4,37453076.04,33576,  ,154922,217892.9,33412065.41,  ,29397,N ,N ,N ,N 
TRICARE ,PRENATAL #103/IRON FUMARATE/FA ,27,84,92.4,2779.83,31,  ,11,11.1,357.73,* ,,N ,N ,N ,N 
TRICARE PRENATAL DHA ONE ,PNV#20/IRON/FA/DS/FISH/DHA/EPA ,15,53,55,2946.31,15,  ,14,16,882.99,* ,,N ,N ,N ,N 
TRICITRATES ,SOD/POT/K CIT/SOD CIT/CIT ACID ,89,276,350,12969.98,86,  ,169,222.7,7965.52,  ,63,N ,N ,N ,N 
TRICON ,FE FUMARATE/VIT C/B12-IF/FA ,16,44,83.4,949.18,15,# ,,,,# ,,N ,N ,N ,N 
TRICOR ,FENOFIBRATE NANOCRYSTALLIZED ,51111,222964,450815.3,58467217.85,72682,  ,184441,395789.4,50851398.90,  ,59313,N ,N ,N ,N 
TRIDERM ,TRIAMCINOLONE ACETONIDE ,26,48,74.2,949.98,26,# ,,,,# ,,N ,N ,N ,N 
TRIESENCE ,TRIAMCINOLONE ACETONIDE/PF ,27,52,54.3,11569.06,33,# ,,,,# ,,N ,N ,N ,N 
TRIFLUOPERAZINE HCL ,TRIFLUOPERAZINE HCL ,14442,124728,145708.8,4690268.04,16562,  ,58427,73264.6,1968290.07,  ,8111,N ,N ,N ,Y 
TRIFLURIDINE ,TRIFLURIDINE ,8885,17977,19339.7,2533663.24,13048,  ,15399,16653.1,2170234.43,  ,11223,N ,N ,N ,N 
TRIGELS-F FORTE ,IRON FUMARATE/VIT C/VIT B12/FA ,69,183,260.7,4643.15,78,  ,183,260.7,4643.15,  ,78,N ,N ,N ,N 
TRIGLIDE ,FENOFIBRATE NANOCRYSTALLIZED ,1336,4142,7696.3,1446038.33,1475,  ,3353,6599.3,1234757.29,  ,1212,N ,N ,N ,N 
TRIHEXYPHENIDYL HCL ,TRIHEXYPHENIDYL HCL ,32068,369349,415455.1,4264672.62,50261,  ,133046,162243.8,1549718.23,  ,21004,N ,N ,Y ,N 
TRILEPTAL ,OXCARBAZEPINE ,3482,27847,33216.1,16576790.59,3552,  ,6372,8645.8,3286109.39,  ,1036,N ,N ,N ,N 
TRILIPIX ,FENOFIBRIC ACID (CHOLINE) ,61953,529900,762330.8,114982124.75,128781,  ,395536,594709.7,88886185.90,  ,98865,N ,N ,N ,N 
TRILYTE WITH FLAVOR PACKETS ,SODIUM CHLORIDE/NAHCO3/KCL/PEG ,12447,104317,104480.9,1995273.11,101152,  ,85605,85741.7,1622632.39,  ,83484,N ,N ,N ,N 
TRIMETHOBENZAMIDE HCL ,TRIMETHOBENZAMIDE HCL ,5970,16870,18325.9,1321339.63,8328,  ,10289,11243.9,773086.91,  ,5663,N ,N ,Y ,N 
TRIMETHOPRIM ,TRIMETHOPRIM ,25803,274130,377939.7,4533942.23,73108,  ,249640,346994,4149566.47,  ,66788,N ,Y ,N ,N 
TRIMIPRAMINE MALEATE ,TRIMIPRAMINE MALEATE ,432,1807,2454,417741.71,415,  ,1397,1994.6,316993.85,  ,322,N ,N ,Y ,N 
TRINATAL GT ,PRENATAL VIT 16/IRON CB/FA/DSS ,13,62,62,8.64,13,  ,30,30,8.32,* ,,N ,N ,N ,N 
TRINATAL RX 1 ,PRENATAL VIT27&CALCIUM/IRON/FA ,87,277,335,2555.62,81,  ,186,216,1616.03,  ,46,N ,N ,N ,N 
TRINATAL ULTRA ,PRENATAL VIT 18/IRON CB/FA/DSS ,17,64,64,0.64,16,  ,42,42,0.42,# ,,N ,N ,N ,N 
TRINESSA ,NORGESTIMATE-ETHINYL ESTRADIOL ,5562,23982,31080.3,551648.08,5124,  ,25,34,565.24,  ,12,N ,N ,N ,N 
TRIPHROCAPS ,FOLIC ACID/VITAMIN B COMP W-C ,1268,5989,7668.4,47740.94,1468,  ,5513,7082.3,44051.22,  ,1342,N ,N ,N ,N 
TRIVEEN-DUO DHA ,PNV53/IRON B-G HCL-P/FA/OMEGA3 ,11,26,38,1195.72,12,* ,,,,* ,,N ,N ,N ,N 
TRIVEEN-PRX RNF ,PNV66/IRON FUMARATE/FA/DSS/DHA ,37,78,88,1105.27,35,  ,34,36,398.68,  ,13,N ,N ,N ,N 
TRIVORA-28 ,LEVONORGESTREL-ETH ESTRADIOL ,1085,5670,7257.8,159134.71,942,  ,12,14.6,305.61,* ,,N ,N ,N ,N 
TRIZIVIR ,ABACAVIR/LAMIVUDINE/ZIDOVUDINE ,2287,22109,23145.1,36779763.43,2648,  ,5435,5846.5,9131500.96,  ,648,N ,N ,N ,N 
TROKENDI XR ,TOPIRAMATE ,68,84,102,48523.77,74,  ,30,43,18041.22,  ,27,N ,N ,N ,N 
TROPICAMIDE ,TROPICAMIDE ,1680,10764,12592.4,163336.42,8828,  ,9248,10782.2,134722.63,  ,7729,N ,N ,N ,N 
TROSPIUM CHLORIDE ,TROSPIUM CHLORIDE ,22811,160896,245550.6,22417138.64,46410,  ,141449,221548.7,19819822.09,  ,42059,N ,N ,N ,N 
TROSPIUM CHLORIDE ER ,TROSPIUM CHLORIDE ,16407,102677,150299,23478873.56,26381,  ,88972,132252.8,20600644.86,  ,23384,N ,N ,N ,N 
TRUEPLUS INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.3ML ",582,1607,2035.6,27791.11,684,  ,1068,1383.3,18441.08,  ,474,N ,N ,N ,N 
TRUEPLUS INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.5ML ",2053,9789,11658.2,139834.29,3805,  ,7539,8932.5,99511.33,  ,2844,N ,N ,N ,N 
TRUEPLUS INSULIN SYRINGE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",1537,5323,6741.9,92201.76,2116,  ,3313,4261.9,53763.72,  ,1299,N ,N ,N ,N 
TRUSOPT ,DORZOLAMIDE HCL ,1069,4154,6285.9,407059.10,1106,  ,4003,6066.4,393222.29,  ,1059,N ,N ,N ,N 
