Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
TESTRED ,METHYLTESTOSTERONE ,116,430,546.9,1899595.12,107,  ,251,345.9,1074167.62,  ,65,N ,N ,N ,N 
TETANUS DIPHTHERIA TOXOIDS ,"TETANUS & DIPHTHERIA TOX,ADULT ",6611,14678,14695.8,538972.23,11499,  ,13023,13038.2,479854.13,  ,10191,N ,N ,N ,N 
TETANUS TOXOID ADSORBED ,"TETANUS TOXOID, ADSORBED/PF ",3805,5896,5912.4,339051.92,5726,  ,4843,4853.4,283077.55,  ,4695,N ,N ,N ,N 
TETANUS-DIPHTERIA-DECAVAC ,TETANUS AND DIPHTHERIA TOX/PF ,682,1046,1046,37041.85,951,  ,1005,1005,35471.61,  ,915,N ,N ,N ,N 
TETRACAINE HCL ,TETRACAINE HCL ,174,223,279.4,2724.12,191,  ,183,232.7,2280.87,  ,155,N ,N ,N ,N 
TETRACAINE HCL ,TETRACAINE HCL/PF ,47,105,105,7495.06,75,  ,89,89,7365.23,# ,,N ,N ,N ,N 
TETRACYCLINE HCL ,TETRACYCLINE HCL ,18159,26891,29469.2,5805771.32,20582,  ,21697,24030.7,4662167.03,  ,16608,N ,Y ,N ,N 
TEV-TROPIN ,SOMATROPIN ,81,126,138.6,173531.25,80,  ,60,66.8,65327.93,  ,36,N ,N ,N ,N 
TEVETEN ,EPROSARTAN MESYLATE ,318,1164,1783.8,232823.69,304,  ,1114,1715.8,223914.84,  ,292,N ,N ,N ,N 
TEVETEN HCT ,EPROSARTAN/HYDROCHLOROTHIAZIDE ,391,1631,2931.7,385666.41,353,  ,1565,2825.7,371715.88,  ,338,N ,N ,N ,N 
TEXACORT ,HYDROCORTISONE ,159,235,244.1,47902.00,182,  ,181,187.6,37523.54,  ,151,N ,N ,N ,N 
THALOMID ,THALIDOMIDE ,1767,12067,12180.6,85310872.04,2202,  ,9734,9821.3,67463302.67,  ,1798,N ,N ,N ,N 
THEO-24 ,THEOPHYLLINE ANHYDROUS ,9822,54726,74277.4,6754266.83,11709,  ,42845,59697.7,5281207.76,  ,9310,N ,N ,N ,N 
THEOPHYLLINE ,THEOPHYLLINE ANHYDROUS ,9478,55174,84084.1,3603418.36,11046,  ,42045,66631.6,2771396.52,  ,8607,N ,N ,N ,N 
THEOPHYLLINE ANHYDROUS ,THEOPHYLLINE ANHYDROUS ,64087,615725,847394.9,14124283.37,114620,  ,475248,673475.8,11050117.82,  ,89771,N ,N ,N ,N 
THERMAZENE ,SILVER SULFADIAZINE ,508,905,926.4,13434.68,601,  ,687,708,10627.56,  ,464,N ,N ,N ,N 
THINPRO INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",61,144,306.2,4164.06,59,  ,106,232,3237.31,  ,45,N ,N ,N ,N 
THINPRO INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",229,547,1156.3,17368.21,227,  ,422,910,13108.37,  ,175,N ,N ,N ,N 
THINPRO INSULIN SYRINGE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",193,524,938.5,14681.02,207,  ,361,670.2,9703.24,  ,144,N ,N ,N ,N 
THIOLA ,TIOPRONIN ,131,619,732.4,1474266.03,124,  ,417,514.2,976724.38,  ,76,N ,N ,N ,N 
THIORIDAZINE HCL ,THIORIDAZINE HCL ,14614,134890,153612.8,4284771.99,14990,  ,57358,69090.4,1569753.67,  ,7000,N ,N ,Y ,Y 
THIOTHIXENE ,THIOTHIXENE ,14287,115345,132951.7,5162092.53,16053,  ,40447,49754.7,1567120.57,  ,5802,N ,N ,N ,Y 
THYROLAR-1/2 ,LIOTRIX ,,11,11,334.10,,  ,11,11,334.10,* ,,N ,N ,N ,N 
TIAGABINE HCL ,TIAGABINE HCL ,3567,25709,29113.4,11117978.75,3793,  ,7437,8973.9,2822427.60,  ,1170,N ,N ,N ,N 
TIAZAC ,DILTIAZEM HCL ,1235,4806,7509.5,491822.93,1145,  ,4454,6997,455924.60,  ,1031,N ,N ,N ,N 
TICLOPIDINE HCL ,TICLOPIDINE HCL ,3588,14438,22018.9,1074977.51,3375,  ,12868,19867.6,953610.60,  ,3033,N ,N ,Y ,N 
TIGAN ,TRIMETHOBENZAMIDE HCL ,527,1286,1296.7,214474.08,828,  ,1028,1038.7,164275.35,  ,714,N ,N ,Y ,N 
TIKOSYN ,DOFETILIDE ,9885,213320,301740.1,84469650.37,33268,  ,197230,281257.4,78716654.81,  ,30772,N ,N ,N ,N 
TILIA FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,154,843,1069.3,44041.78,134,* ,,,,* ,,N ,N ,N ,N 
TIMENTIN ,TICARCILLIN/K CLAVULANATE ,39,101,101,32957.88,40,  ,55,55,16905.32,  ,22,N ,Y ,N ,N 
TIMOLOL MALEATE ,TIMOLOL MALEATE ,89430,2314715,3570438,65447324.13,582936,  ,2179618,3386769.8,62359378.06,  ,549923,N ,N ,N ,N 
TIMOPTIC ,TIMOLOL MALEATE ,707,2434,3735.4,467342.73,721,  ,2361,3638.5,455751.57,  ,691,N ,N ,N ,N 
TIMOPTIC OCUDOSE ,TIMOLOL MALEATE/PF ,2994,17485,23648.5,7273903.88,4842,  ,17060,23097.2,7096301.17,  ,4708,N ,N ,N ,N 
TIMOPTIC-XE ,TIMOLOL MALEATE ,1069,4053,6576.8,869293.56,1152,  ,3972,6466.6,856067.17,  ,1128,N ,N ,N ,N 
TINDAMAX ,TINIDAZOLE ,91,106,106.2,18187.16,92,  ,61,61.2,11336.02,  ,50,N ,N ,N ,N 
TINIDAZOLE ,TINIDAZOLE ,3331,6458,6581.6,722093.63,4820,  ,3801,3888.1,417104.61,  ,2940,N ,N ,N ,N 
TIROSINT ,LEVOTHYROXINE SODIUM ,7082,35010,52838.6,4575780.79,9063,  ,27689,43311.6,3636527.29,  ,7359,N ,N ,N ,N 
TIVICAY ,DOLUTEGRAVIR SODIUM ,4420,79004,81918.7,110274604.40,13026,  ,13985,14822,19472669.35,  ,2296,N ,N ,N ,N 
TIZANIDINE HCL ,TIZANIDINE HCL ,177314,3212092,3680270.5,103555494.73,838837,  ,1368820,1629781.1,39307740.71,  ,448337,N ,N ,N ,N 
TL-HEM 150 ,"IRON,CARB/DSS/B12IF/FA/MV-MN ",53,61,64,1246.38,55,# ,,,,# ,,N ,N ,N ,N 
TOBI ,TOBRAMYCIN IN 0.225% NACL ,152,297,320.5,1392034.41,156,  ,141,161.8,645142.42,  ,86,N ,Y ,N ,N 
TOBI PODHALER ,TOBRAMYCIN ,303,1336,1507.1,9526687.62,514,  ,180,217.2,1290312.79,  ,77,N ,Y ,N ,N 
TOBRADEX ,TOBRAMYCIN/DEXAMETHASONE ,31888,123399,125023.6,22776418.87,85916,  ,112278,113814.7,20681579.37,  ,79033,N ,N ,N ,N 
TOBRADEX ST ,TOBRAMYCIN/DEXAMETHASONE ,6095,14307,14703.8,1933869.07,11357,  ,12913,13276.6,1742274.75,  ,10237,N ,N ,N ,N 
TOBRAMYCIN ,TOBRAMYCIN ,67955,245082,248315.5,2500211.06,195947,  ,207552,210429,2117135.98,  ,165106,N ,N ,N ,N 
TOBRAMYCIN ,TOBRAMYCIN IN 0.225% NACL ,564,1333,1481.1,5180591.43,596,  ,797,906.6,3002413.97,  ,358,N ,Y ,N ,N 
TOBRAMYCIN SULFATE ,TOBRAMYCIN SULFATE ,5537,18045,18280.7,3567420.45,7948,  ,11952,12153.4,2449874.78,  ,5841,N ,Y ,N ,N 
TOBRAMYCIN-DEXAMETHASONE ,TOBRAMYCIN/DEXAMETHASONE ,78293,481044,491172.6,45136085.19,358631,  ,423912,432993.2,39675142.49,  ,316715,N ,N ,N ,N 
TOBREX ,TOBRAMYCIN ,9414,16369,16482.4,1751503.90,12530,  ,13781,13889.7,1473935.61,  ,10565,N ,N ,N ,N 
TOFRANIL ,IMIPRAMINE HCL ,95,441,643,411303.58,85,  ,331,505,314167.17,  ,65,N ,N ,Y ,N 
TOFRANIL-PM ,IMIPRAMINE PAMOATE ,80,407,564.7,375088.20,66,  ,331,466.5,300263.76,  ,54,N ,N ,Y ,N 
TOLAZAMIDE ,TOLAZAMIDE ,920,3262,8238.6,761992.99,1016,  ,3099,7841.4,716548.21,  ,965,N ,N ,N ,N 
TOLBUTAMIDE ,TOLBUTAMIDE ,499,2075,3740.6,184493.81,518,  ,2015,3670,180623.88,  ,506,N ,N ,N ,N 
TOLMETIN SODIUM ,TOLMETIN SODIUM ,1231,4716,7378.4,866211.93,1356,  ,3815,6194.3,702374.77,  ,1121,N ,N ,N ,N 
TOLTERODINE TARTRATE ,TOLTERODINE TARTRATE ,48532,263688,343623.5,39306822.53,61586,  ,221515,294139.1,33370638.73,  ,52353,N ,N ,N ,N 
TOLTERODINE TARTRATE ER ,TOLTERODINE TARTRATE ,108810,820713,1166626.5,191322549.78,190656,  ,685141,997890.6,162613600.78,  ,162904,N ,N ,N ,N 
TOPAMAX ,TOPIRAMATE ,7153,56872,71154.5,53256087.87,7217,  ,12125,17588.6,10664307.16,  ,1929,N ,N ,N ,N 
TOPCARE CLICKFINE ,"NEEDLES, INSULIN DISPOSABLE ",239,636,954.4,13710.82,256,  ,431,672.5,9083.72,  ,170,N ,N ,N ,N 
TOPCARE ULTRA COMFORT ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",110,283,416.1,4724.31,104,  ,224,336.7,3836.87,  ,80,N ,N ,N ,N 
TOPCARE ULTRA COMFORT ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",203,513,742,8816.66,205,  ,366,539.3,6292.74,  ,139,N ,N ,N ,N 
TOPCARE ULTRA COMFORT ,"SYRINGE & NEEDLE,INSULIN,1 ML ",265,727,1063.4,12508.23,276,  ,418,641.9,7062.88,  ,163,N ,N ,N ,N 
TOPICORT ,DESOXIMETASONE ,1818,3644,3809.1,1587169.39,2558,  ,3176,3310.1,1381881.10,  ,2253,N ,N ,N ,N 
TOPIRAMATE ,TOPIRAMATE ,170779,2678360,3388249.4,56085507.30,462204,  ,826434,1183117.6,18413473.06,  ,169016,N ,N ,N ,N 
TOPIRAMATE ER ,TOPIRAMATE ,186,354,417.5,118789.36,200,  ,87,117,23175.44,  ,57,N ,N ,N ,N 
TOPOSAR ,ETOPOSIDE ,35,111,111,6163.42,40,  ,89,89,5090.86,# ,,N ,N ,N ,N 
TOPOTECAN HCL ,TOPOTECAN HCL ,27,73,75.6,103366.82,28,  ,55,56.8,54429.73,# ,,N ,N ,N ,N 
TOPROL XL ,METOPROLOL SUCCINATE ,100376,889487,2434850.4,55290750.06,250437,  ,858807,2362995.4,53295427.72,  ,241383,N ,N ,N ,N 
TORISEL ,TEMSIROLIMUS ,21,89,89,462101.40,23,  ,71,71,362475.71,# ,,N ,N ,N ,N 
TORSEMIDE ,TORSEMIDE ,112243,1319423,1954175.1,23474415.19,282219,  ,1130720,1702823.5,19727667.92,  ,242476,N ,N ,N ,N 
TOVIAZ ,FESOTERODINE FUMARATE ,55443,549364,726276.4,132683653.29,113416,  ,457142,615543,111903142.33,  ,96550,N ,N ,N ,N 
TPN ELECTROLYTES ,SODIUM/K+/MAG/CA/CHLOR/ACETATE ,,15,15,1150.11,,* ,,,,* ,,N ,N ,N ,N 
TRACLEER ,BOSENTAN ,2772,53091,53100.6,404254914.09,5765,  ,35124,35130,267015880.20,  ,3780,N ,N ,N ,N 
TRADJENTA ,LINAGLIPTIN ,64435,783659,1052985.5,291695181.68,155149,  ,659083,897383.9,247479113.85,  ,130479,N ,N ,N ,N 
TRAMADOL HCL ,TRAMADOL HCL ,515816,14250227,15458343.1,125343513.84,4272724,  ,10533841,11559248.5,93302247.58,  ,3291317,Y ,N ,N ,N 
TRAMADOL HCL ER ,TRAMADOL HCL ,35077,165068,203874.3,25357724.97,45973,  ,116188,148689,17571163.47,  ,32911,Y ,N ,N ,N 
TRAMADOL HCL-ACETAMINOPHEN ,TRAMADOL HCL/ACETAMINOPHEN ,94438,972709,1045565.7,22080780.35,363148,  ,807885,874224.6,18580519.22,  ,297430,Y ,N ,N ,N 
TRANDOLAPRIL ,TRANDOLAPRIL ,23878,156572,290289.4,4604844.19,28702,  ,143113,270171.5,4280888.80,  ,26552,N ,N ,N ,N 
TRANEXAMIC ACID ,TRANEXAMIC ACID ,1359,3187,3259.3,527368.55,1458,  ,609,634.8,170763.81,  ,279,N ,N ,N ,N 
TRANSDERM-SCOP ,SCOPOLAMINE ,66003,202101,206851.8,21303796.19,101220,  ,147340,150322.3,14555754.77,  ,84565,N ,N ,N ,N 
TRANXENE T-TAB ,CLORAZEPATE DIPOTASSIUM ,261,823,1044.9,317000.39,228,  ,589,776.7,196896.56,  ,184,N ,N ,N ,N 
TRANYLCYPROMINE SULFATE ,TRANYLCYPROMINE SULFATE ,2052,12253,16062.3,4164574.65,1868,  ,7384,10440.1,2441514.08,  ,1191,N ,N ,N ,N 
TRAVASOL ,PARENTERAL AMINO ACID 10% NO.6 ,328,2831,2832.2,430845.81,330,  ,1485,1485,226339.08,  ,204,N ,N ,N ,N 
TRAVATAN Z ,TRAVOPROST ,76971,1878942,2383829.7,297083130.03,409593,  ,1734389,2214422.6,275535194.21,  ,379667,N ,N ,N ,N 
TRAVOPROST ,TRAVOPROST (BENZALKONIUM) ,8385,37096,50337.1,4932326.56,12487,  ,34669,47521.8,4668193.48,  ,11680,N ,N ,N ,N 
TRAZODONE HCL ,TRAZODONE HCL ,324085,10249578,13405115.4,84862816.33,1997904,  ,6100730,8518975.6,48459169.82,  ,1280082,N ,N ,N ,N 
TREANDA ,BENDAMUSTINE HCL ,140,657,661,4803749.17,185,  ,567,571,4003313.42,  ,160,N ,N ,N ,N 
TRECATOR ,ETHIONAMIDE ,14,52,63.7,12092.72,13,  ,52,63.7,12092.72,  ,13,N ,N ,N ,N 
TRELSTAR ,TRIPTORELIN PAMOATE ,545,4479,9878.9,10601726.57,1791,  ,4225,9417.4,10102479.86,  ,1707,N ,N ,N ,N 
TRELSTAR DEPOT ,TRIPTORELIN PAMOATE ,,25,29,20805.79,,* ,,,,* ,,N ,N ,N ,N 
TRELSTAR LA ,TRIPTORELIN PAMOATE ,15,30,46.4,74278.60,24,# ,,,,# ,,N ,N ,N ,N 
TRETIN-X ,TRETINOIN ,194,289,305.9,80125.46,242,  ,224,240.9,62962.22,  ,195,N ,N ,N ,N 
TRETIN-X ,TRETINOIN/EMOL CMB9/SKIN CLN1 ,13,14,16,3695.77,13,# ,,,,# ,,N ,N ,N ,N 
TRETINOIN ,TRETINOIN ,35882,143968,154916.1,19857168.32,79748,  ,98836,108014.4,13837666.35,  ,59347,N ,N ,N ,N 
TRETINOIN MICROSPHERE ,TRETINOIN MICROSPHERES ,2251,4315,4732.5,1828180.85,2591,  ,2900,3213.8,1234304.63,  ,1851,N ,N ,N ,N 
TREXALL ,METHOTREXATE SODIUM ,681,2657,4153.7,532477.38,689,  ,2057,3300.1,416279.43,  ,513,N ,N ,N ,N 
TREXIMET ,SUMATRIPTAN SUCC/NAPROXEN SOD ,2934,11137,12608.9,5799510.71,2736,  ,4327,5218.2,2332453.57,  ,1222,N ,N ,N ,N 
TREZIX ,DHCODEINE BT/ACETAMINOPHN/CAFF ,181,364,378.4,50812.87,197,  ,249,262.7,36035.90,  ,127,Y ,N ,N ,N 
TRI-ESTARYLLA ,NORGESTIMATE-ETHINYL ESTRADIOL ,142,455,574.6,5862.92,139,  ,0,0,0.00,  ,0,N ,N ,N ,N 
TRI-LEGEST FE ,NORETHINDRONE-E.ESTRADIOL-IRON ,259,1381,1759.4,74897.42,223,* ,,,,* ,,N ,N ,N ,N 
TRI-LINYAH ,NORGESTIMATE-ETHINYL ESTRADIOL ,1481,5609,6408.4,98198.73,1394,  ,0,0,0.00,  ,0,N ,N ,N ,N 
TRI-PREVIFEM ,NORGESTIMATE-ETHINYL ESTRADIOL ,3493,17654,20514.7,330435.38,3191,* ,,,,* ,,N ,N ,N ,N 
TRI-SPRINTEC ,NORGESTIMATE-ETHINYL ESTRADIOL ,6025,32014,36988.3,495828.85,5441,  ,34,50.9,589.01,  ,12,N ,N ,N ,N 
TRI-VIT WITH FLUORIDE-IRON ,"FLUORIDE/IRON/VIT A,C&D ",,47,49,388.99,,  ,47,49,388.99,* ,,N ,N ,N ,N 
TRIADVANCE ,PRENATAL VIT 15/IRON CB/FA/DSS ,127,427,539.7,3423.40,126,  ,164,225,1346.51,  ,51,N ,N ,N ,N 
TRIAMCINOLONE ACETONIDE ,TRIAMCINOLONE ACETONIDE ,327124,3830519,4024721,81874171.29,2099532,  ,3111648,3283789.4,67035299.77,  ,1738866,N ,N ,N ,N 
TRIAMTERENE-HYDROCHLOROTHIAZID ,TRIAMTERENE/HYDROCHLOROTHIAZID ,219368,4872774,9336859.9,59649932.96,1053770,  ,4292552,8478944.2,53574019.71,  ,944879,N ,N ,N ,N 
TRIANEX ,TRIAMCINOLONE ACETONIDE ,870,1265,1352.8,265821.90,898,  ,1002,1079.6,209425.78,  ,716,N ,N ,N ,N 
TRIAZOLAM ,TRIAZOLAM ,29754,166013,190270.8,5464361.10,45044,  ,131362,153852.7,4310393.39,  ,35567,N ,N ,N ,N 
TRIBENZOR ,OLMESARTAN/AMLODIPIN/HCTHIAZID ,22170,202749,291337.4,50723665.70,37786,  ,179364,260966.7,45324583.85,  ,33202,N ,N ,N ,N 
TRICARE ,PRENATAL #103/IRON FUMARATE/FA ,69,192,225.2,6778.86,78,  ,54,56,1793.04,  ,19,N ,N ,N ,N 
TRICARE PRENATAL DHA ONE ,PNV#20/IRON/FA/DS/FISH/DHA/EPA ,15,20,22,1234.06,15,* ,,,,* ,,N ,N ,N ,N 
TRICITRATES ,SOD/POT/K CIT/SOD CIT/CIT ACID ,55,245,317.4,15345.96,57,  ,140,199.4,7556.32,  ,41,N ,N ,N ,N 
TRICOR ,FENOFIBRATE NANOCRYSTALLIZED ,24461,95129,254681.6,23378574.57,30067,  ,87344,238634.2,21643774.71,  ,27081,N ,N ,N ,N 
TRIDERM ,TRIAMCINOLONE ACETONIDE ,32,40,52.2,713.60,34,# ,,,,# ,,N ,N ,N ,N 
TRIESENCE ,TRIAMCINOLONE ACETONIDE/PF ,20,52,52,7883.00,39,# ,,,,# ,,N ,N ,N ,N 
TRIFLUOPERAZINE HCL ,TRIFLUOPERAZINE HCL ,14134,122769,143555.1,8396147.26,16316,  ,58474,73217.9,3574251.24,  ,8116,N ,N ,N ,Y 
TRIFLURIDINE ,TRIFLURIDINE ,8791,18082,19487.3,2504299.89,13106,  ,15694,16960.2,2172803.31,  ,11347,N ,N ,N ,N 
TRIGLIDE ,FENOFIBRATE NANOCRYSTALLIZED ,979,2663,5244.2,972114.65,978,  ,2202,4572.2,848464.05,  ,819,N ,N ,N ,N 
TRIHEXYPHENIDYL HCL ,TRIHEXYPHENIDYL HCL ,30673,340189,384444,3700126.40,47580,  ,114252,140716.8,1295425.18,  ,19285,N ,N ,Y ,N 
TRILEPTAL ,OXCARBAZEPINE ,3065,24458,30131.2,17408162.82,3114,  ,5638,7820.1,3409976.21,  ,908,N ,N ,N ,N 
TRILIPIX ,FENOFIBRIC ACID (CHOLINE) ,9209,33756,45214.7,7280768.70,11025,  ,25860,35875.4,5808710.50,  ,8245,N ,N ,N ,N 
TRILYTE WITH FLAVOR PACKETS ,SODIUM CHLORIDE/NAHCO3/KCL/PEG ,9089,55922,56543.2,1047657.34,54291,  ,45825,46371.2,853132.22,  ,44755,N ,N ,N ,N 
TRIMETHOBENZAMIDE HCL ,TRIMETHOBENZAMIDE HCL ,5327,15534,16901.7,1244143.13,7521,  ,9910,10856,769355.67,  ,5277,N ,N ,Y ,N 
TRIMETHOPRIM ,TRIMETHOPRIM ,27303,288174,408853.5,4636168.41,76753,  ,262821,376082,4254749.90,  ,70213,N ,Y ,N ,N 
TRIMIPRAMINE MALEATE ,TRIMIPRAMINE MALEATE ,20,30,48,6832.95,20,# ,,,,# ,,N ,N ,Y ,N 
TRINATAL GT ,PRENATAL VIT 16/IRON CB/FA/DSS ,86,284,335.2,1585.49,86,  ,151,171,597.26,  ,37,N ,N ,N ,N 
TRINATAL RX 1 ,PRENATAL VIT27&CALCIUM/IRON/FA ,141,415,536.7,3987.37,138,  ,233,294.7,2329.35,  ,71,N ,N ,N ,N 
TRINATAL ULTRA ,PRENATAL VIT 18/IRON CB/FA/DSS ,12,17,17,0.17,12,# ,,,,# ,,N ,N ,N ,N 
TRINESSA ,NORGESTIMATE-ETHINYL ESTRADIOL ,4799,20684,27247.5,437097.74,4379,  ,23,23,316.36,* ,,N ,N ,N ,N 
TRIPHROCAPS ,B COMPLEX & C NO.20/FOLIC ACID ,137,547,722.8,7500.79,143,  ,455,606.8,6070.21,  ,120,N ,N ,N ,N 
TRISENOX ,ARSENIC TRIOXIDE ,,12,12,11636.04,,  ,12,12,11636.04,* ,,N ,N ,N ,N 
TRIUMEQ ,ABACAVIR/DOLUTEGRAVIR/LAMIVUDI ,1353,5748,6016.3,13386288.75,2817,  ,1367,1479.3,3291729.85,  ,658,N ,N ,N ,N 
TRIVEEN-DUO DHA ,PNV53/IRON B-G HCL-P/FA/OMEGA3 ,18,43,49,1545.31,17,* ,,,,* ,,N ,N ,N ,N 
TRIVEEN-PRX RNF ,PNV66/IRON FUMARATE/FA/DSS/DHA ,76,226,255.7,2917.19,75,  ,94,109.7,1119.56,  ,26,N ,N ,N ,N 
TRIVORA-28 ,LEVONORGESTREL-ETHIN ESTRADIOL ,844,4594,5920.3,120137.29,714,  ,22,32.7,577.85,* ,,N ,N ,N ,N 
TRIZIVIR ,ABACAVIR/LAMIVUDINE/ZIDOVUDINE ,1137,6260,6598.2,10291921.85,1321,  ,1869,2009.2,3076062.73,  ,379,N ,N ,N ,N 
TROKENDI XR ,TOPIRAMATE ,1637,7763,8779.6,4825176.13,2353,  ,2109,2569.5,1019963.86,  ,735,N ,N ,N ,N 
TROPICAMIDE ,TROPICAMIDE ,973,7661,8785.8,101712.09,6582,  ,6786,7737.1,87776.51,  ,5929,N ,N ,N ,N 
TROSPIUM CHLORIDE ,TROSPIUM CHLORIDE ,25904,201500,314130.1,24158895.89,56536,  ,177989,284849.5,21252158.26,  ,51556,N ,N ,N ,N 
TROSPIUM CHLORIDE ER ,TROSPIUM CHLORIDE ,16833,112215,172587.9,25552156.43,28277,  ,98029,153340.4,22696848.77,  ,25317,N ,N ,N ,N 
TRUEPLUS INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",1640,4029,5247.6,80019.96,1786,  ,2937,3872.6,57762.96,  ,1281,N ,N ,N ,N 
TRUEPLUS INSULIN SYRINGE ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",5135,21441,30842.1,387468.73,8042,  ,16117,23868.8,280021.20,  ,5843,N ,N ,N ,N 
TRUEPLUS INSULIN SYRINGE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",4157,12918,17886,266825.43,5226,  ,8074,11612.6,161073.30,  ,3223,N ,N ,N ,N 
TRULICITY ,DULAGLUTIDE ,165,215,290.1,150258.03,186,  ,154,209.1,107894.92,  ,134,N ,N ,N ,N 
TRUSOPT ,DORZOLAMIDE HCL ,925,3561,5424.8,350395.66,942,  ,3442,5253.1,339156.88,  ,901,N ,N ,N ,N 
TRUVADA ,EMTRICITABINE/TENOFOVIR ,15787,495278,521137.2,665320219.78,58330,  ,79927,88016,109930338.84,  ,9729,N ,N ,N ,N 
TUDORZA PRESSAIR ,ACLIDINIUM BROMIDE ,31584,235753,284122,69396631.55,71843,  ,185810,228490.8,55595169.98,  ,56915,N ,N ,N ,N 
TUSSIONEX ,HYDROCODONE/CHLORPHEN P-STIREX ,,11,17,8064.04,,* ,,,,* ,,N ,N ,Y ,N 
TWINRIX ,HEPATITIS A & B VACCINE/PF ,4510,12661,12720.1,1397188.23,8017,  ,9986,10031.1,1098689.13,  ,6273,N ,N ,N ,N 
TWYNSTA ,TELMISARTAN/AMLODIPINE ,801,2946,3888.5,599781.91,812,  ,2743,3640.5,562605.46,  ,754,N ,N ,N ,N 
TYBOST ,COBICISTAT ,28,40,42,7781.80,29,* ,,,,* ,,N ,N ,N ,N 
TYGACIL ,TIGECYCLINE ,1853,8226,8226,7780150.85,2245,  ,5054,5054,4510607.08,  ,1510,N ,Y ,N ,N 
TYKERB ,LAPATINIB DITOSYLATE ,1179,5732,5931.7,25363683.62,1239,  ,3510,3654.5,15486016.67,  ,765,N ,N ,N ,N 
TYLENOL-CODEINE NO.3 ,ACETAMINOPHEN WITH CODEINE ,793,2439,2583.7,222250.80,692,  ,1960,2094.6,190253.12,  ,587,Y ,N ,N ,N 
TYLENOL-CODEINE NO.4 ,ACETAMINOPHEN WITH CODEINE ,348,1447,1574,315043.74,281,  ,1029,1114.7,223535.24,  ,202,Y ,N ,N ,N 
TYPHIM VI ,TYPHOID VACC VI CAPSULR POLYS ,3022,8083,8114.1,649761.71,7992,  ,7767,7796.1,624641.79,  ,7680,N ,N ,N ,N 
TYSABRI ,NATALIZUMAB ,377,4587,4597.4,22145847.18,625,  ,372,372,1797023.37,  ,55,N ,N ,N ,N 
TYVASO ,TREPROSTINIL/NEB ACCESSORIES ,47,323,326.6,4542765.52,46,  ,155,155,2242373.28,  ,21,N ,N ,N ,N 
TYZEKA ,TELBIVUDINE ,51,365,411,382423.59,46,  ,220,260,248918.08,  ,30,N ,N ,N ,N 
TYZINE ,TETRAHYDROZOLINE HCL ,14,19,20.7,1954.39,14,# ,,,,# ,,N ,N ,N ,N 
UCERIS ,BUDESONIDE ,3319,11628,13504.5,17396437.84,4342,  ,9298,10909,13944868.97,  ,3559,N ,N ,N ,N 
ULESFIA ,BENZYL ALCOHOL ,153,225,226.8,60525.05,163,  ,82,82,23424.04,  ,63,N ,N ,N ,N 
ULORIC ,FEBUXOSTAT ,60589,575372,792370.7,173439181.39,106446,  ,500608,700101.9,152443021.56,  ,92905,N ,N ,N ,N 
ULTICARE ,"NEEDLES, INSULIN DISPOSABLE ",29256,136726,190305.6,5351331.22,44969,  ,95225,135360.8,3627910.96,  ,31445,N ,N ,N ,N 
ULTICARE ,"SYR-ND,INS,0.3/CONTAINER,EMPTY ",56,135,164.2,3323.40,57,  ,103,127.9,2636.93,  ,40,N ,N ,N ,N 
ULTICARE ,"SYR-ND,INS,0.5/CONTAINER,EMPTY ",155,422,550.5,13065.37,163,  ,302,403.3,8769.46,  ,116,N ,N ,N ,N 
ULTICARE ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",1958,5095,7060.6,126066.21,2003,  ,3785,5334.1,93267.87,  ,1479,N ,N ,N ,N 
ULTICARE ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",5503,17198,23061.2,447571.07,5927,  ,12297,16848.2,315487.74,  ,4198,N ,N ,N ,N 
ULTICARE ,"SYRINGE & NEEDLE,INSULIN,1 ML ",5746,17494,23719.5,468498.39,6159,  ,10836,15076.4,286599.45,  ,3858,N ,N ,N ,N 
ULTICARE ,"SYRNGE&NEEDLE,INSLN,1ML&SHARPS ",173,516,651.3,15794.79,184,  ,286,362.7,8367.95,  ,100,N ,N ,N ,N 
